day,order_id,origin,destination,window_start,window_end,driver_id,vehicle,status,eta_prev,eta_real,cost,distance_km,load_weight
2023-01-01,ORD000_0,HubC,City4,2023-01-01T08:00:00,2023-01-01T12:00:00,DRV3,Van2,on_time,680.6388815666667,700.5122630166667,117.42508365045984,52.63968801762144,641.0035105688879
2023-01-01,ORD000_1,HubC,City2,2023-01-01T08:00:00,2023-01-01T11:00:00,DRV4,Van2,failed,629.95327405,,397.6634677873653,38.96148302952441,650.4878444394528
2023-01-01,ORD000_2,HubA,City4,2023-01-01T08:00:00,2023-01-01T10:00:00,DRV3,Van1,on_time,567.2000602,541.2597351,169.83140212909126,9.983353899305143,656.5474083997785
2023-01-02,ORD001_0,HubC,City4,2023-01-02T11:00:00,2023-01-02T13:00:00,DRV3,Truck1,on_time,739.7685525833333,764.8775235333334,384.66566117599996,58.10976181910077,827.557613304815
2023-01-02,ORD001_1,HubA,City2,2023-01-02T08:00:00,2023-01-02T11:00:00,DRV4,Van2,on_time,622.6777059166667,624.2315083166667,110.31655633456552,55.01262211433301,332.9019834400152
2023-01-02,ORD001_2,HubB,City2,2023-01-02T09:00:00,2023-01-02T12:00:00,DRV2,Van2,on_time,631.8249223333333,670.7936244833332,381.8496824692567,54.215504273520686,638.1099809299766
2023-01-03,ORD002_0,HubC,City4,2023-01-03T09:00:00,2023-01-03T13:00:00,DRV4,Truck1,failed,699.3279690833333,,324.19603304121426,34.68306728139939,628.0760490974634
2023-01-03,ORD002_1,HubA,City4,2023-01-03T11:00:00,2023-01-03T13:00:00,DRV1,Truck1,late,745.5269613833333,898.8198243,331.6734307889972,15.929362484379482,104.96990541124217
2023-01-03,ORD002_2,HubC,City3,2023-01-03T08:00:00,2023-01-03T12:00:00,DRV3,Truck1,on_time,634.4219472833333,676.7483027833333,374.4879026631342,51.75212177843896,504.50560672438303
2023-01-04,ORD003_0,HubA,City4,2023-01-04T10:00:00,2023-01-04T14:00:00,DRV2,Van2,on_time,774.5221327333333,814.8133539333334,268.3730277543103,26.06097811145844,974.5408858501934
2023-01-04,ORD003_1,HubC,City1,2023-01-04T08:00:00,2023-01-04T11:00:00,DRV3,Van1,on_time,627.5739846333333,613.8881813,133.26724624354938,29.163507602617358,281.5472821018566
2023-01-04,ORD003_2,HubC,City1,2023-01-04T11:00:00,2023-01-04T13:00:00,DRV4,Van2,failed,735.0424662500001,,223.1148769106889,46.55531261986768,305.9183489424602
2023-01-05,ORD004_0,HubC,City3,2023-01-05T10:00:00,2023-01-05T13:00:00,DRV4,Truck2,on_time,732.26197885,762.9362755333333,236.96037114487308,17.014224046925847,474.8589530833296
2023-01-05,ORD004_1,HubB,City3,2023-01-05T11:00:00,2023-01-05T14:00:00,DRV3,Van2,on_time,755.5902934999999,814.9376520333334,294.30703616240874,5.02862073474237,417.3119707007521
2023-01-05,ORD004_2,HubC,City3,2023-01-05T09:00:00,2023-01-05T13:00:00,DRV1,Truck2,on_time,742.8080779666667,751.7944717666667,382.87291117375577,22.77616126114154,566.9115595690295
2023-01-06,ORD005_0,HubA,City4,2023-01-06T08:00:00,2023-01-06T11:00:00,DRV1,Truck2,failed,614.89306225,,249.17455176771563,21.54830703992233,356.35644493972086
2023-01-06,ORD005_1,HubA,City3,2023-01-06T08:00:00,2023-01-06T11:00:00,DRV2,Van2,on_time,613.28121215,604.4032374666666,171.86856720009172,12.96921796501727,540.5074842498068
2023-01-06,ORD005_2,HubB,City4,2023-01-06T10:00:00,2023-01-06T14:00:00,DRV3,Van2,on_time,766.3070190833333,810.3464096333333,289.69174917807385,39.844134091849206,582.1972156672826
2023-01-07,ORD006_0,HubA,City1,2023-01-07T11:00:00,2023-01-07T15:00:00,DRV2,Van2,on_time,834.5464234166667,855.4769106333333,104.97634867835684,33.165118206460455,303.84619767814416
2023-01-07,ORD006_1,HubC,City4,2023-01-07T08:00:00,2023-01-07T10:00:00,DRV4,Van2,on_time,519.7373936500001,555.5668743833334,320.5648357722316,16.49893914057425,587.3031764448092
2023-01-07,ORD006_2,HubB,City3,2023-01-07T10:00:00,2023-01-07T13:00:00,DRV4,Truck1,on_time,734.3502495166666,720.1798224166666,389.6258053866381,35.706139948390366,894.3727088704057
2023-01-08,ORD007_0,HubC,City1,2023-01-08T08:00:00,2023-01-08T12:00:00,DRV3,Van2,late,638.6205424833333,786.4057314333334,366.3310296282879,51.8010646822132,942.0714947988528
2023-01-08,ORD007_1,HubB,City4,2023-01-08T11:00:00,2023-01-08T14:00:00,DRV3,Van2,on_time,770.18989385,827.7570439833332,148.2424154252496,35.18035841516223,722.7056779234239
2023-01-08,ORD007_2,HubA,City1,2023-01-08T11:00:00,2023-01-08T13:00:00,DRV4,Truck1,on_time,739.27063745,750.4094983333333,323.2511569169687,44.65169583386711,377.2547126671503
2023-01-09,ORD008_0,HubC,City3,2023-01-09T09:00:00,2023-01-09T13:00:00,DRV2,Truck2,on_time,691.2664285,744.63637665,371.8296363155662,28.891690103073575,415.07056692520814
2023-01-09,ORD008_1,HubA,City4,2023-01-09T10:00:00,2023-01-09T12:00:00,DRV1,Van2,late,673.1536582499999,752.1884369833333,293.64168877215036,14.741087367387692,946.4127259176229
2023-01-09,ORD008_2,HubA,City2,2023-01-09T08:00:00,2023-01-09T11:00:00,DRV3,Van2,on_time,574.30088625,627.4471608833334,389.99644571310085,57.99909873990891,867.708509920624
2023-01-10,ORD009_0,HubC,City1,2023-01-10T08:00:00,2023-01-10T12:00:00,DRV1,Van2,on_time,667.6387879666667,689.0548096,353.2639422178934,56.15092591459575,163.3745177645895
2023-01-10,ORD009_1,HubB,City4,2023-01-10T10:00:00,2023-01-10T13:00:00,DRV3,Truck2,on_time,732.2825647000001,752.5175633166667,354.60093847740234,12.514173229311584,738.0198972191067
2023-01-10,ORD009_2,HubC,City1,2023-01-10T09:00:00,2023-01-10T13:00:00,DRV2,Van1,on_time,713.30917735,764.0834793333332,101.55545883219604,39.53419282217499,274.846558160838
2023-01-11,ORD010_0,HubB,City4,2023-01-11T09:00:00,2023-01-11T13:00:00,DRV3,Van1,on_time,744.3610836166666,740.2425532333333,110.78268213902263,30.60789099728531,588.380171236819
2023-01-11,ORD010_1,HubA,City2,2023-01-11T09:00:00,2023-01-11T12:00:00,DRV2,Truck1,on_time,640.6439663666666,690.7108492166666,138.11815379556543,33.72337930301424,792.9941977887497
2023-01-11,ORD010_2,HubA,City3,2023-01-11T11:00:00,2023-01-11T14:00:00,DRV1,Van2,on_time,777.5618926999999,797.4033647333333,317.82740011679846,58.6718643704394,564.6703134710758
2023-01-12,ORD011_0,HubB,City3,2023-01-12T08:00:00,2023-01-12T12:00:00,DRV3,Van2,late,674.9483683666666,766.5900306833333,124.2618899851593,28.557296121705928,719.6499106888298
2023-01-12,ORD011_1,HubA,City2,2023-01-12T09:00:00,2023-01-12T11:00:00,DRV3,Truck2,on_time,624.3676025999999,639.2224321333334,380.3841992019129,40.10488266138427,565.02663168391
2023-01-12,ORD011_2,HubC,City1,2023-01-12T09:00:00,2023-01-12T11:00:00,DRV3,Van1,on_time,608.6416392833332,611.6233867,104.31804658892676,11.383995227880394,141.40237781957748
2023-01-13,ORD012_0,HubA,City2,2023-01-13T09:00:00,2023-01-13T12:00:00,DRV4,Truck1,on_time,684.1299503666667,684.402438,242.0415312341697,14.526102845050834,490.4664843141757
2023-01-13,ORD012_1,HubC,City2,2023-01-13T09:00:00,2023-01-13T12:00:00,DRV1,Van2,on_time,667.5232431166667,677.95872405,250.9408775740263,52.106941265357726,692.8242684570505
2023-01-13,ORD012_2,HubC,City2,2023-01-13T08:00:00,2023-01-13T12:00:00,DRV4,Van2,on_time,655.5979775,701.8319830500001,343.36125302080086,50.13517116591754,663.3457030914155
2023-01-14,ORD013_0,HubA,City1,2023-01-14T11:00:00,2023-01-14T14:00:00,DRV3,Van2,on_time,797.1246528166666,809.891564,111.68893969307008,39.00396363858411,402.89879339985384
2023-01-14,ORD013_1,HubB,City4,2023-01-14T08:00:00,2023-01-14T11:00:00,DRV2,Truck2,on_time,614.3583283,624.1902021999999,307.86710760758183,24.158513244925857,942.9833366701365
2023-01-14,ORD013_2,HubA,City1,2023-01-14T08:00:00,2023-01-14T10:00:00,DRV4,Truck2,on_time,535.8887829833334,560.3556203833334,319.49432658989207,12.022935118235608,325.0148042944942
2023-01-15,ORD014_0,HubC,City2,2023-01-15T11:00:00,2023-01-15T13:00:00,DRV4,Truck1,on_time,705.6054743666666,756.5646646833334,213.31866585288844,34.388011044180985,546.9050716147699
2023-01-15,ORD014_1,HubA,City2,2023-01-15T08:00:00,2023-01-15T12:00:00,DRV3,Truck1,on_time,632.4875101833334,667.3371290833333,206.4715571388162,57.624048681955095,709.0929139818729
2023-01-15,ORD014_2,HubC,City2,2023-01-15T10:00:00,2023-01-15T12:00:00,DRV1,Van1,on_time,656.7778168666666,697.7890610333333,383.85836286450706,47.97128277591614,202.1181418157032
2023-01-16,ORD015_0,HubA,City2,2023-01-16T09:00:00,2023-01-16T13:00:00,DRV2,Van1,on_time,705.7778665999999,741.7960430333334,311.74944516360836,58.27585691857742,719.2270091575351
2023-01-16,ORD015_1,HubB,City4,2023-01-16T08:00:00,2023-01-16T10:00:00,DRV2,Van1,on_time,556.64541495,568.9607231000001,367.569072633033,13.063265193061401,561.9935518231537
2023-01-16,ORD015_2,HubB,City3,2023-01-16T11:00:00,2023-01-16T13:00:00,DRV1,Truck2,late,693.16508535,898.7400957499999,326.0134555776825,25.694277204200368,175.15064502880188
2023-01-17,ORD016_0,HubA,City4,2023-01-17T09:00:00,2023-01-17T13:00:00,DRV3,Truck2,failed,743.3281510666667,,247.78753128725774,5.624450462208049,521.7945777947136
2023-01-17,ORD016_1,HubB,City4,2023-01-17T11:00:00,2023-01-17T13:00:00,DRV3,Truck1,late,709.1376343666667,831.3755824166667,220.06686786160745,31.27431899841252,174.6021895240188
2023-01-17,ORD016_2,HubA,City2,2023-01-17T08:00:00,2023-01-17T11:00:00,DRV2,Van2,failed,596.6396976833333,,196.8059164832751,7.3870430813995025,932.1789972012364
2023-01-18,ORD017_0,HubA,City4,2023-01-18T10:00:00,2023-01-18T14:00:00,DRV4,Truck1,on_time,772.2360817166666,794.6040629333334,236.36231943033198,39.51569440462349,625.8828807307902
2023-01-18,ORD017_1,HubC,City1,2023-01-18T10:00:00,2023-01-18T13:00:00,DRV4,Van2,late,722.6605948333333,865.8119338,183.2143548943398,15.346663784806871,517.328564445984
2023-01-18,ORD017_2,HubB,City4,2023-01-18T09:00:00,2023-01-18T11:00:00,DRV1,Van2,failed,588.1102971666667,,260.8289099032361,22.024018895748025,832.4155177362538
2023-01-19,ORD018_0,HubA,City1,2023-01-19T09:00:00,2023-01-19T13:00:00,DRV1,Truck2,failed,706.4568295,,284.0245587807369,28.003366995984038,939.4556350186119
2023-01-19,ORD018_1,HubB,City3,2023-01-19T08:00:00,2023-01-19T10:00:00,DRV3,Van2,on_time,521.36680015,540.6107458,145.12506733105846,37.677189344367434,442.80177096791937
2023-01-19,ORD018_2,HubB,City3,2023-01-19T10:00:00,2023-01-19T12:00:00,DRV1,Truck1,on_time,665.1108298666666,694.87646055,116.91264899527813,52.55973069402793,831.6109082170698
2023-01-20,ORD019_0,HubC,City1,2023-01-20T09:00:00,2023-01-20T13:00:00,DRV1,Van1,late,693.3140562000001,886.4682651666666,174.20443052295929,29.779927442055143,216.24347363634547
2023-01-20,ORD019_1,HubC,City1,2023-01-20T08:00:00,2023-01-20T11:00:00,DRV1,Truck1,late,627.1862119333333,714.1805233833333,106.6554226090905,32.39908526552411,528.5896271101128
2023-01-20,ORD019_2,HubC,City3,2023-01-20T09:00:00,2023-01-20T11:00:00,DRV2,Van2,on_time,577.4007838333333,628.6328224166666,140.2045685351922,6.583047197233643,779.6235301062571
2023-01-21,ORD020_0,HubA,City2,2023-01-21T09:00:00,2023-01-21T13:00:00,DRV3,Van1,on_time,749.1273200666667,751.1717971833333,276.9753060563899,26.573422480485277,493.72742982135617
2023-01-21,ORD020_1,HubC,City2,2023-01-21T11:00:00,2023-01-21T13:00:00,DRV2,Truck1,late,726.2074330666667,865.9878030166667,358.70911262402353,57.223634301170314,232.36613283613414
2023-01-21,ORD020_2,HubA,City2,2023-01-21T08:00:00,2023-01-21T10:00:00,DRV2,Truck2,on_time,550.2749033833334,557.596759,172.04368563345793,9.172483045976517,215.9917497195843
2023-01-22,ORD021_0,HubC,City4,2023-01-22T10:00:00,2023-01-22T14:00:00,DRV2,Van2,on_time,799.0871949333334,811.4079704,369.03652297180355,31.06789021445798,700.8019646689245
2023-01-22,ORD021_1,HubB,City1,2023-01-22T09:00:00,2023-01-22T13:00:00,DRV3,Truck1,on_time,733.2845796500001,759.50349675,126.61076012711669,11.634972910533044,514.7008912294532
2023-01-22,ORD021_2,HubB,City2,2023-01-22T09:00:00,2023-01-22T11:00:00,DRV2,Truck2,on_time,627.6412716166667,609.62830085,288.37011684727236,9.496746757187955,886.2207616960995
2023-01-23,ORD022_0,HubC,City4,2023-01-23T08:00:00,2023-01-23T10:00:00,DRV2,Van2,late,525.1044185833333,646.6068917499999,162.8047970010131,25.37596565352601,536.0706866719192
2023-01-23,ORD022_1,HubB,City4,2023-01-23T10:00:00,2023-01-23T13:00:00,DRV4,Truck2,late,747.7990078333333,832.7193249833333,314.00487576536574,54.23637607279596,560.5096979040995
2023-01-23,ORD022_2,HubC,City4,2023-01-23T08:00:00,2023-01-23T11:00:00,DRV2,Truck2,on_time,615.4517697833332,635.0763249166666,213.1852489313868,6.10391587777495,389.87124902486045
2023-01-24,ORD023_0,HubC,City2,2023-01-24T09:00:00,2023-01-24T12:00:00,DRV4,Truck1,late,654.3844527833334,811.1192087166667,336.7513715822015,32.414320941098154,178.22825927868132
2023-01-24,ORD023_1,HubC,City2,2023-01-24T09:00:00,2023-01-24T13:00:00,DRV4,Van2,on_time,742.3451818333334,754.3787565166666,208.92468891959052,40.52544827323807,613.7004742020207
2023-01-24,ORD023_2,HubC,City1,2023-01-24T09:00:00,2023-01-24T11:00:00,DRV1,Truck1,on_time,616.4800321333333,630.46287265,246.34294024262138,51.794963480988045,179.0988620861295
2023-01-25,ORD024_0,HubB,City3,2023-01-25T11:00:00,2023-01-25T15:00:00,DRV1,Van1,on_time,868.9054511166667,854.5458498,399.1766604305183,54.31356446357115,618.3985760250939
2023-01-25,ORD024_1,HubC,City4,2023-01-25T10:00:00,2023-01-25T13:00:00,DRV2,Truck1,on_time,706.6262342000001,728.5986492833333,315.5371812509661,34.42702026247008,528.9575357137708
2023-01-25,ORD024_2,HubA,City4,2023-01-25T08:00:00,2023-01-25T11:00:00,DRV2,Truck2,late,618.0295843666667,756.2622465333334,258.952006954335,43.897655260444445,791.0015512985549
2023-01-26,ORD025_0,HubB,City1,2023-01-26T09:00:00,2023-01-26T13:00:00,DRV3,Van2,on_time,714.36701415,750.2769368833334,236.2803916657299,35.17317148659843,594.0297819000796
2023-01-26,ORD025_1,HubB,City1,2023-01-26T11:00:00,2023-01-26T14:00:00,DRV4,Truck1,on_time,809.8373460333333,822.3985889166667,241.94986031556766,38.33560345807113,814.8605049698162
2023-01-26,ORD025_2,HubC,City1,2023-01-26T08:00:00,2023-01-26T11:00:00,DRV4,Van2,on_time,574.0237159666667,600.4353851333333,161.50054301597118,25.85757217300902,933.8044812307401
2023-01-27,ORD026_0,HubB,City4,2023-01-27T11:00:00,2023-01-27T13:00:00,DRV4,Van1,late,737.9023608,824.72903485,149.2797393792979,49.80160961272602,698.6774986265801
2023-01-27,ORD026_1,HubB,City2,2023-01-27T11:00:00,2023-01-27T13:00:00,DRV1,Truck2,on_time,701.0040336333333,746.9215243833333,213.08332882747226,30.447388211828354,371.24008674772784
2023-01-27,ORD026_2,HubC,City3,2023-01-27T10:00:00,2023-01-27T12:00:00,DRV1,Truck1,late,666.9665267166667,798.9197575,371.94163328936406,39.33308977526956,205.20823663752765
2023-01-28,ORD027_0,HubB,City3,2023-01-28T10:00:00,2023-01-28T14:00:00,DRV4,Truck2,on_time,762.3584886499999,798.2365077166667,260.03832759289645,54.16409206780267,809.7374901020777
2023-01-28,ORD027_1,HubB,City1,2023-01-28T08:00:00,2023-01-28T10:00:00,DRV1,Van1,late,567.9880539166667,681.2900716333334,328.73760572220715,53.22211002189622,407.8735738443167
2023-01-28,ORD027_2,HubB,City1,2023-01-28T10:00:00,2023-01-28T14:00:00,DRV4,Truck1,on_time,786.1627625666666,789.7298224499999,144.97522820463212,17.608826737795283,750.0273115537597
2023-01-29,ORD028_0,HubB,City3,2023-01-29T10:00:00,2023-01-29T14:00:00,DRV3,Van2,on_time,794.8920564666666,811.4065923166667,154.4793150404277,54.96478087334956,625.0526152895084
2023-01-29,ORD028_1,HubC,City3,2023-01-29T09:00:00,2023-01-29T12:00:00,DRV3,Van2,failed,681.65302835,,130.23838090476596,19.080854251951422,753.4860274561607
2023-01-29,ORD028_2,HubC,City4,2023-01-29T11:00:00,2023-01-29T13:00:00,DRV4,Truck1,late,740.8476574333333,861.8659524166667,282.01451391485676,28.32718692163123,762.7998120622506
2023-01-30,ORD029_0,HubA,City2,2023-01-30T10:00:00,2023-01-30T14:00:00,DRV1,Truck2,on_time,800.0687693833333,819.0565977833334,351.24723670074764,23.26805269602164,380.2998376410771
2023-01-30,ORD029_1,HubC,City4,2023-01-30T10:00:00,2023-01-30T12:00:00,DRV3,Truck1,late,677.6652114999999,820.9010899833333,281.11645951904165,11.284701503062827,473.0541257832649
2023-01-30,ORD029_2,HubB,City3,2023-01-30T09:00:00,2023-01-30T12:00:00,DRV3,Truck2,on_time,634.8927165,679.8207252333334,109.8540010730315,55.20122045835208,323.4037984814367
2023-01-31,ORD030_0,HubA,City3,2023-01-31T11:00:00,2023-01-31T14:00:00,DRV1,Van2,on_time,763.17025755,814.6758157166666,166.02916422432912,16.697443138767447,563.6563141661313
2023-01-31,ORD030_1,HubA,City4,2023-01-31T08:00:00,2023-01-31T10:00:00,DRV4,Truck2,late,537.8958168666667,646.6016584333333,189.87877352994312,22.0465309447736,457.5863039118381
2023-01-31,ORD030_2,HubC,City3,2023-01-31T11:00:00,2023-01-31T15:00:00,DRV2,Van2,on_time,832.5014407833334,869.8691545166668,350.96944398769983,37.30994823287409,364.6402112988744
2023-02-01,ORD031_0,HubC,City3,2023-02-01T09:00:00,2023-02-01T12:00:00,DRV2,Van2,on_time,660.1792830666667,671.2628985166666,130.89444379939465,23.38995462207652,167.95302742350032
2023-02-01,ORD031_1,HubC,City4,2023-02-01T09:00:00,2023-02-01T12:00:00,DRV3,Truck2,on_time,641.9550137166666,661.0112910833334,351.93665783697116,52.684656800633796,467.18604582836025
2023-02-01,ORD031_2,HubA,City3,2023-02-01T10:00:00,2023-02-01T14:00:00,DRV3,Van1,on_time,803.7534850833333,789.6040279,153.56339861630008,40.90103593185311,314.36450294205383
2023-02-02,ORD032_0,HubB,City3,2023-02-02T11:00:00,2023-02-02T14:00:00,DRV4,Van2,late,752.2410408833333,954.9968752999999,142.32455463331408,27.35157695504371,391.5910549961197
2023-02-02,ORD032_1,HubB,City3,2023-02-02T09:00:00,2023-02-02T13:00:00,DRV1,Van1,late,742.6333866166666,888.8799668333334,292.87766908427596,43.71703743261802,919.5616031862735
2023-02-02,ORD032_2,HubA,City4,2023-02-02T10:00:00,2023-02-02T13:00:00,DRV3,Truck2,on_time,747.94631335,728.1285836833334,203.5576434643827,47.560898776073714,426.4821051993509
2023-02-03,ORD033_0,HubA,City4,2023-02-03T10:00:00,2023-02-03T13:00:00,DRV2,Van2,on_time,697.89192145,744.6033024833334,368.3656680682274,48.99203907710233,482.6921540223101
2023-02-03,ORD033_1,HubC,City1,2023-02-03T09:00:00,2023-02-03T11:00:00,DRV4,Truck2,on_time,614.5267388666667,641.3109084499999,350.47907103978974,59.142119938695366,573.1211640724173
2023-02-03,ORD033_2,HubA,City2,2023-02-03T10:00:00,2023-02-03T12:00:00,DRV3,Truck2,failed,682.9349350333334,,272.95494265427607,20.07303713779633,598.7602022642141
2023-02-04,ORD034_0,HubA,City2,2023-02-04T09:00:00,2023-02-04T13:00:00,DRV1,Truck2,on_time,734.17897185,755.2080771166667,319.6553735377187,18.790186330887877,669.7882570217027
2023-02-04,ORD034_1,HubA,City3,2023-02-04T09:00:00,2023-02-04T11:00:00,DRV1,Truck2,on_time,583.7453173833333,627.7422691333334,206.16141296837483,57.72449475222713,265.93382861106693
2023-02-04,ORD034_2,HubA,City4,2023-02-04T10:00:00,2023-02-04T13:00:00,DRV1,Truck1,late,723.7683962166667,892.39623095,316.4598583365717,38.572256685437665,954.3761173519891
2023-02-05,ORD035_0,HubC,City3,2023-02-05T11:00:00,2023-02-05T14:00:00,DRV2,Truck1,on_time,793.80532665,802.0875466166667,148.6041633674754,51.284131317052385,861.7670643831016
2023-02-05,ORD035_1,HubC,City1,2023-02-05T10:00:00,2023-02-05T13:00:00,DRV1,Truck2,on_time,729.3369760833334,751.1260722666667,223.83806518202567,43.77090523289242,638.4574524413391
2023-02-05,ORD035_2,HubA,City3,2023-02-05T10:00:00,2023-02-05T14:00:00,DRV2,Truck1,on_time,751.9380367,827.7478167166666,130.92812380412346,22.302810624517598,826.687226635085
2023-02-06,ORD036_0,HubA,City1,2023-02-06T08:00:00,2023-02-06T11:00:00,DRV1,Van1,on_time,624.7976872833333,602.0078019333333,327.51772418370444,40.1422161933844,783.1322609849649
2023-02-06,ORD036_1,HubA,City2,2023-02-06T11:00:00,2023-02-06T14:00:00,DRV4,Truck1,failed,771.20010485,,307.9525634370774,7.83776936622905,702.9257180950353
2023-02-06,ORD036_2,HubB,City4,2023-02-06T10:00:00,2023-02-06T12:00:00,DRV3,Truck2,on_time,635.07070215,706.3705930333333,309.22608017405196,21.35419540549029,931.9565758388774
2023-02-07,ORD037_0,HubB,City3,2023-02-07T10:00:00,2023-02-07T12:00:00,DRV2,Van1,late,639.3270360833334,778.7190426,348.67464224520324,7.035419909352094,636.6428906338477
2023-02-07,ORD037_1,HubC,City4,2023-02-07T11:00:00,2023-02-07T13:00:00,DRV2,Van1,on_time,729.6075021666667,733.2111949666667,119.60690223968271,22.34096858068357,585.5421631378035
2023-02-07,ORD037_2,HubA,City2,2023-02-07T08:00:00,2023-02-07T10:00:00,DRV2,Truck1,late,533.0482087166666,650.9663527333333,107.32023446696141,52.855438064551144,119.14246976534842
2023-02-08,ORD038_0,HubC,City1,2023-02-08T08:00:00,2023-02-08T11:00:00,DRV4,Van2,late,570.1239533666667,721.5640633833334,330.15648667933806,27.10620024850832,531.888058273518
2023-02-08,ORD038_1,HubA,City4,2023-02-08T11:00:00,2023-02-08T15:00:00,DRV1,Truck2,on_time,849.8177721666667,862.9190788,319.6815421553936,5.184049912363857,520.5796898838873
2023-02-08,ORD038_2,HubB,City2,2023-02-08T11:00:00,2023-02-08T14:00:00,DRV2,Truck1,on_time,808.9275639166666,780.5893252999999,228.3319401207587,26.137965593782493,711.6825544237629
2023-02-09,ORD039_0,HubC,City2,2023-02-09T08:00:00,2023-02-09T10:00:00,DRV1,Van1,on_time,511.0601691,545.55844905,280.2395339326594,54.70481819463988,990.2664188320231
2023-02-09,ORD039_1,HubC,City4,2023-02-09T11:00:00,2023-02-09T15:00:00,DRV4,Van2,late,856.1658482500001,1004.7578266,136.10162861049878,7.581994643129715,445.68155034212464
2023-02-09,ORD039_2,HubA,City1,2023-02-09T09:00:00,2023-02-09T13:00:00,DRV4,Truck2,late,712.2133246166667,829.4691620666667,255.47811000291765,37.85007398366876,572.5283507742413
2023-02-10,ORD040_0,HubC,City2,2023-02-10T10:00:00,2023-02-10T13:00:00,DRV2,Truck2,failed,696.1538311166667,,239.01422446468598,39.26155606143153,773.0844436830057
2023-02-10,ORD040_1,HubA,City1,2023-02-10T11:00:00,2023-02-10T14:00:00,DRV1,Truck2,on_time,786.5298140333333,814.89795,243.00304849911052,7.440716494328022,866.974180012307
2023-02-10,ORD040_2,HubB,City1,2023-02-10T10:00:00,2023-02-10T12:00:00,DRV1,Van1,on_time,665.4928072166666,690.1109511833333,177.92613512809788,44.78810625287217,546.2881615708937
2023-02-11,ORD041_0,HubB,City1,2023-02-11T11:00:00,2023-02-11T13:00:00,DRV4,Truck1,failed,746.3089784333333,,364.8718807412384,33.38434612439892,915.862347500122
2023-02-11,ORD041_1,HubC,City4,2023-02-11T11:00:00,2023-02-11T14:00:00,DRV4,Van1,late,765.9654048666667,916.9134281,360.44824121546407,18.490704274043402,241.60659373227338
2023-02-11,ORD041_2,HubA,City1,2023-02-11T10:00:00,2023-02-11T12:00:00,DRV1,Truck1,on_time,652.8833173,671.8696013,147.58153158792211,53.447891755941065,884.6591749707088
2023-02-12,ORD042_0,HubC,City3,2023-02-12T10:00:00,2023-02-12T13:00:00,DRV2,Van2,on_time,705.3895046166667,760.2835249833333,345.3901072357187,50.76737978767581,556.7209603847525
2023-02-12,ORD042_1,HubC,City2,2023-02-12T11:00:00,2023-02-12T13:00:00,DRV2,Van1,failed,712.0911883833334,,177.94107431924795,39.87031367047862,585.9868417442699
2023-02-12,ORD042_2,HubC,City4,2023-02-12T09:00:00,2023-02-12T13:00:00,DRV2,Van1,on_time,692.2204797666667,751.5901360333334,289.78656794018445,56.261545803050964,192.25875519161133
2023-02-13,ORD043_0,HubB,City4,2023-02-13T10:00:00,2023-02-13T12:00:00,DRV4,Truck2,late,661.5855667,755.21284145,122.40832532735621,51.88280625592562,991.1335354755823
2023-02-13,ORD043_1,HubC,City1,2023-02-13T11:00:00,2023-02-13T15:00:00,DRV3,Van2,late,868.5247850166667,931.9911196333334,197.08306574486238,31.875375472256618,793.3666760270139
2023-02-13,ORD043_2,HubB,City3,2023-02-13T09:00:00,2023-02-13T12:00:00,DRV2,Truck2,failed,664.4291218666666,,235.41610729890263,13.999310165541806,815.3285938749365
2023-02-14,ORD044_0,HubA,City3,2023-02-14T11:00:00,2023-02-14T14:00:00,DRV3,Truck2,on_time,802.1198924166667,786.3333925166667,388.9709960320396,6.721627256113393,758.143060276317
2023-02-14,ORD044_1,HubC,City4,2023-02-14T08:00:00,2023-02-14T12:00:00,DRV4,Truck2,late,663.46207425,778.07567915,196.22282213143825,44.84324699377643,771.2533108278678
